living_type,city,name,link,image_front,preferred_gender,primitive_location,location,rent_per_month,security_deposit,total_beds_in_pg,images_links,description,amenities,details
pg/co-living,Noida.html,RSMDMNOI1147 Girls PG,https://www.roomsoom.com/pg-near-Sector-82-in-Noida-452,https://www.roomsoom.com/public/image-2020/property-image/452/101.jpeg,girls,"in Sector 82, Noida ","Address : J-30 , Sector 82 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/452/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/452/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/452/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Girls PG in Sector 82 Noida, this property is available. You can expect to have a comfortable and hassle-free stay after moving-in to this property. The rooms of this house are well-maintained through daily housekeeping services provided by the staff.The house is furnished along with available facilities like Wi-Fi, washing machine, RO water, kitchen, refrigerator, and much more.The rooms are available in single, double, triple, and four sharing. Girl residents can live in this property with ease. The rent is extremely affordable and is inclusive of the facilities. CCTV surveillance is ensured 24*7 to take care of the safety of the girls.Your New NeighborhoodCommute:Noida metro station Sec 83  -2.3Km.NSEZ Metro Station Foot Over Bridge -1.1Km.Corporates:Semtex Desinz Private Limited -2.2Km.MNC AUTOMATION PVT LTD -2.0Km.ATT Logics Pvt. Ltd. -700m.Institutes:New Era Institute -450m.SHARDA COMPUTER INSTITUTE -2.5km.Lifestyle: Friday Market -1.4kmManglam wholesale Kirana store- 650m."
pg/co-living,Noida.html,RSMDMNOI1146 Girls PG ,https://www.roomsoom.com/pg-near-Sector-126-in-Noida-453,https://www.roomsoom.com/public/image-2020/property-image/453/101.jpeg,girls,"in Sector 126, Noida ","Address : A-35 , Sector 126 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/453/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/453/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/453/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Located at a convenient place, this Girls PG in Sector 126 Noida is all that you need if you are hunting for an ideal place to stay. The property is extremely affordable for students and professionals.It provides all the conveniences offered in a PG and that too inclusive of the rent. Spacious rooms are there with AC to assure your comfort. RO water facility is there to provide you safe drinking water.The rooms are available in single, double, and triple sharing. Also, high speed Wi-Fi, refrigerator, kitchen, microwave, washing machine, daily housekeeping are some of the common facilities that you can enjoy while living in this property.Your New NeighborhoodCommute:- Okhla Bird Sanctuary Metro Station -3.0Km.Corporates:- Circuitsutra Technologies Pvt Ltd -550m.Indian Synthetic Rubber Private Limited -1.5Km.Institutes:-Lotus Valley International school -900m.Samsung R & D Institute -750m.Lifestyle:-Lotus Bazaar -1.7Km.DLF Mall of India -5.4Km."
pg/co-living,Noida.html,RSMDMNOI1145 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-135-in-Noida-454,https://www.roomsoom.com/public/image-2020/property-image/454/101.jpeg,girls,"in Sector 135, Noida ","Address : H-20 , Sector 135 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/454/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/454/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/454/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Girls PG in Sector 135 Noida is all that you need if you are looking for an ideal place to stay. The property is apt for all those who are looking for a budget-friendly place. It provides all the facilities offered to the residents in a PG.All the rooms are equipped with AC to assure your comfort. Besides this Wi-Fi, refrigerator, kitchen, daily housekeeping, microwave, are some of the common facilities that you can enjoy while living in this property.The rooms are available in triple and four sharing. Residents can live in this property comfortably. CCTVs are equipped to ensure the safety of girls.Your New NeighborhoodCommute:-Metro Station Sector 137- 1.3Km,Sector 142 Metro Station -2.4Km.Corporates:-TSPI Infotech Pvt. Ltd. -450m,Accent Softech Pvt Ltd -350m.Institutes:- SAS and Tableau Institute -1.9KmLifestyle:- The X Mall -3.9Km,Paramount Florence Plaza -2.5Km."
pg/co-living,Noida.html,RSMDMNOI1157 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-41-in-Noida-473,https://www.roomsoom.com/public/image-2020/property-image/473/101.jpeg,girls,"in Sector 41, Noida ","Address : A-15 , Sector 41 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/473/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/473/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/473/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Need a Girls PG in Sector 41 Noida? Look no further. This property is available for all girls who are looking for a house with the availability of all facilities and comforts. The house offers several facilities like furnished rooms, Wi-Fi, washing machine, RO water, housekeeping services, and much more to assure the comfort of the residents.Food joints, corporate offices, colleges, coaching centres and much more are available easily nearby. This makes it one of the most suitable place to live for young students and professionals in Noida.The rooms are available in double, triple, and four sharing. Select your preference out of these and book this room without any brokerage charges.Your New NeighborhoodCommute:-Wave City Center Metro Station- 1.7Km.Golf Course Metro Station -2.3Km. Corporates:- Reliant Lifecare Private Limited -1.1Km.Era Buildsys Ltd. -500m.TECHSPA INFOTECH -800m.  Institutes:-Beacon Classes- Best Coaching for Medical/NEET - 850m. Lifestyle:-Local Weekly Market- 1.2Km,Logix City Center Mall -1.9Km."
pg/co-living,Noida.html,RSMDMNOI1144 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-20-in-Noida-474,https://www.roomsoom.com/public/image-2020/property-image/474/101.jpeg,girls,"in Sector 20, Noida ","Address : J-30 , Sector 20 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/474/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/474/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/474/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you have stepped out of your home for your studies or job and are looking for a Girls PG in Sector 20, Noida, then you have come to the right place. This property is available on rent for girls and is offered by Roomsoom. The property is well-maintained and the rooms are furnished, clean, and spacious.The rooms are available in single, double, and triple sharing. While living here, you don’t have to hassle. All facilities like housekeeping services, clean drinking water, Wi-Fi, AC will be provided to you to ensure you can have a comfortable stay.Also, the property remains under CCTV surveillance 24*7, this makes it a safe and secured place for girls. We also keep a check on the entry and exit of outsiders to maintain vigilance.Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1136 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-19-in-Noida-475,https://www.roomsoom.com/public/image-2020/property-image/475/101.jpeg,girls,"in Sector 19, Noida ","Address : B-3 , Sector 19 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/475/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/475/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/475/103.jpeg']","['Double Sharing  8,500 / Bed,Triple Sharing  7,500 / Bed,Four Sharing  6,500 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Need a Girls PG in Sector 19 Noida? Look no further. This property is available on rent for people who are looking for a house with all facilities and comforts. The PG provides several facilities like furnished rooms, Wi-Fi, washing machine, RO water, housekeeping services, and much more to assure the comfort of the residents.The rooms are available in single and triple sharing. Girls can expect to live without any interference from the owners. We also assure the safety of the girls by keeping a vigilance through CCTV cameras for 24*7.This property is suitable for all the girls who need a PG that gives them the feeling of living in a home. You can avail all the facilities in this house without paying extra charges above the rent.Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1143 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-11-in-Noida-476,https://www.roomsoom.com/public/image-2020/property-image/476/101.jpeg,girls,"in Sector 11, Noida ","Address : A-25 , Sector 11 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/476/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/476/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/476/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Girls PG in Sector 11 Noida, spare some of your time to check out this property. It is an ideal place to stay comfortably and hassle-free for as long as you want. Girls can expect to have an ideal stay here for as long as it is required.The rooms are available in double and triple sharing. They are fully-furnished with beds, wardrobe, chair, table, lights, AC, and more. While you live here, we make sure to make your stay comfortable.The property remains in CCTV surveillance 24*7 to keep vigilance and look after the safety of girl residents. The privacy of residents is also ensured in this house.Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1142 Boys PG ,https://www.roomsoom.com/pg-near-Sector-18-in-Noida-477,https://www.roomsoom.com/public/image-2020/property-image/477/101.jpeg,boys,"in Sector 18, Noida ","Address : C-35 , Sector 18 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/477/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/477/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/477/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Check out this house if you are looking for a Boys PG in Sector 18, Noida. This property by Roomsoom is a perfect one for you to stay happily in the millennial city of Noida. The rent of this property is extremely affordable and the rooms are quite comfortable to live for a long time.No matter whether you are a student or a working man/woman, you can live here with ease. The property contains spacious rooms that are fully-furnished and equipped with modern facilities like high-speed and unlimited Wi-Fi.One of the perks of staying in this property is its proximity to the basic necessities like vegetables, groceries, medicines, etc. The rooms are available in double, triple, and four sharing.Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1141 Boys PG ,https://www.roomsoom.com/pg-near-Sector-19-in-Noida-478,https://www.roomsoom.com/public/image-2020/property-image/478/101.jpeg,boys,"in Sector 19, Noida ","Address : A-40 , Sector 19 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/478/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/478/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/478/103.jpeg']","['Double Sharing  8,500 / Bed,Triple Sharing  7,500 / Bed,Four Sharing  6,500 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Dwell in comfort as you step into this Boys PG in Sector 19 Noida. This house is an ideal choice for all the boys who are looking for a suitable and affordable PG in the city of Noida. It is an extremely affordable place to rent and stay with comfort.The rooms are fully-furnished with beds, mattresses, wardrobes, curtains, chair, table, etc. They are spacious and available in double, triple, and four sharing. Facilities like refrigerator, washing machine, RO water, microwave, Wi-Fi, housekeeping, and more are provided for the comfort of the residents.If you want to know more about this property, you can schedule a free visit to this house and discover it better. Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1138 Boys PG ,https://www.roomsoom.com/pg-near-Sector-19-in-Noida-479,https://www.roomsoom.com/public/image-2020/property-image/479/101.jpeg,boys,"in Sector 19, Noida ","Address : A-04 , Sector 19 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/479/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/479/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/479/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Dwell in comfort as you step into this Boys PG in Sector 19 Noida. This house is an ideal choice for all the boys who are looking for a suitable and affordable PG in the city of Noida. It is an extremely affordable place to rent and stay with comfort.The rooms are fully-furnished with beds, mattresses, wardrobes, curtains, chair, table, etc. They are spacious and available in double and triple sharing. Facilities like refrigerator, washing machine, RO water, microwave, Wi-Fi, housekeeping, and more are provided for the comfort of the residents.If you want to know more about this property, you can schedule a free visit to this house and discover it better. Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1137 Boys PG ,https://www.roomsoom.com/pg-near-Sector-19-in-Noida-480,https://www.roomsoom.com/public/image-2020/property-image/480/101.jpeg,boys,"in Sector 19, Noida ","Address : A-03 , Sector 19 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/480/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/480/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/480/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Dwell in comfort as you step into this Boys PG in Sector 19 Noida. This house is an ideal choice for all the boys who are looking for a suitable and affordable PG in the city of Noida. It is an extremely affordable place to rent and stay with comfort.The rooms are fully-furnished with beds, mattresses, wardrobes, curtains, chair, table, etc. They are spacious and available in single and triple sharing. Facilities like refrigerator, washing machine, RO water, microwave, Wi-Fi, housekeeping, and more are provided for the comfort of the residents.If you want to know more about this property, you can schedule a free visit to this house and discover it better. Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1135 Girls  PG ,https://www.roomsoom.com/pg-near-Sector-19-in-Noida-481,https://www.roomsoom.com/public/image-2020/property-image/481/101.jpeg,girls,"in Sector 19, Noida ","Address : A-762 , Sector 19 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/481/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/481/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/481/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Need a Girls PG in Sector 19 Noida? Look no further. This property is available on rent for people who are looking for a house with all facilities and comforts. The PG provides several facilities like furnished rooms, Wi-Fi, washing machine, RO water, housekeeping services, and much more to assure the comfort of the residents.The rooms are available in double and triple sharing. Girls can expect to live without any interference from the owners. We also assure the safety of the girls by keeping a vigilance through CCTV cameras for 24*7.This property is suitable for all the girls who need a PG that gives them the feeling of living in a home. You can avail all the facilities in this house without paying extra charges above the rent.Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1134 PG Near ,https://www.roomsoom.com/pg-near-Shopprix-Mall-in-Noida-482,https://www.roomsoom.com/public/image-2020/property-image/482/101.jpeg,boys,"in Shopprix Mall, Noida ","Address : A-75 , Shopprix Mall , Noida ","₹ 6,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/482/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/482/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/482/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Dwell in comfort as you step into this PG Near in Shopprix Mall Noida. This house is an ideal choice for all the boys who are looking for a suitable and affordable PG in the city of Noida. It is an extremely affordable place to rent and stay with comfort.The rooms are fully-furnished with beds, mattresses, wardrobes, curtains, chair, table, etc. They are spacious and available in single, double, and triple sharing. Facilities like refrigerator, washing machine, RO water, microwave, Wi-Fi, housekeeping, and more are provided for the comfort of the residents.If you want to know more about this property, you can schedule a free visit to this house and discover it better. Your New NeighborhoodCommute:-Sector 18 Metro Station -500m,Sector 16 Metro Station -1.9Km,Sector 15 Metro Station -2.4km,Botanical Garden Metro Station -2.5Km.Corporates:-Raya Technology Solutions (p) Ltd -700m,Efextra Solutions -850m,Bajaj Carpet Industries Ltd - 1.5Km.Institutes:-ATE Coaching Institute Engineers Choice-800m,Angel German Institute -1.0km.Lifestyle:-Sangam Market- 500m,DLF Mall of India -800m,GIP Mall -1.5Km."
pg/co-living,Noida.html,RSMDMNOI1094 PG ,https://www.roomsoom.com/pg-near-Phase-2-in-Noida-492,https://www.roomsoom.com/public/image-2020/property-image/492/101.jpeg,boys,"in Phase 2, Noida ","Address : H-21 , Phase 2 , Noida ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/492/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/492/102.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/492/103.jpg']","['Double Sharing  8,500 / Bed,Triple Sharing  7,500 / Bed,Four Sharing  6,500 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a PG in Phase 2 Noida, then you must check out this property which has available rooms on a single and sharing basis. The rent is affordable and this makes it an apt place for all who are looking for a comfortable yet budget-friendly living space.All facilities are provided for the comfort of residents. They include Wi-Fi, housekeeping and maintenance, kitchen, washing machine, RO drinking water, and others.The property remains in CCTV surveillance 24*7. It is very close to sector 15 and sector 16 metro station of Noida, so people can commute easily. The rooms are available in triple sharing. If you like this property, you can easily schedule a free visit.Your New NeighborhoodCommute:- Sector 15 Metro Station -850m, Sector 16 Metro Station -1.4km,New Ashok Nagar Metro station- 1.8Km,Sector 18 Metro Station -2.2Km.Corporates:- Info Edge India Limited -1.2Km,CETPA INFOTECH PVT LTD - 900m,Depex Technologies -1.6Km.Institutes:- Aptech Computer Education -360m,Croma Campus Training & Development- 1.5Km,Training Institute For All(TIA) -1.1Km.Lifestyle :- c-Block Market -500m,DLF Mall of India -2.5 km,GIP Mall -3.4Km. "
